,Q14_hrs_all_jobs,Q2_Health,Q49_gender,Q50_age,Q3_Income_vs_5yr_ago,avg_hours_worked,avg_hours_worked_men,avg_hours_worked_women,Q4_Income_vs_5yr_fut,Q11_why_other_job,Q33_have_right_edu,Q62_ever_incarcerated,Q64_personal_income_cleaned,Q65_household_income_cleaned,statename,region
7455,45,4,2,59,3,38.5,41.6,35,2,,1,0,70000,104000,New Jersey,Northeast Region
7456,80,3,1,53,1,39,42.3,35.4,3,1,1,0,48000,50000,Ohio,Midwest Region
7457,70,5,1,54,3,38.2,40.7,35.5,3,4,1,0,146000,210000,Pennsylvania,Northeast Region
7458,40,3,1,57,3,37.9,39.6,35.9,2,,1,0,80000,150000,California,West Region
7459,40,4,2,39,3,38.4,41.2,35.6,2,,1,0,50000,120000,Virginia,South Region
7460,50,3,2,51,2,38.4,40.4,36.2,3,1,1,0,52000,60000,Nevada,West Region
7461,46,4,2,35,2,37.9,39.6,35.9,3,2,0,0,44000,67000,California,West Region
7462,56,3,2,52,3,38,40.2,35.9,3,,1,0,1200,24000,Ohio,Midwest Region
7463,,3,1,37,2,36.4,38.6,34.2,3,,,0,0,60000,Missouri,Midwest Region
7464,15,3,2,23,3,39.5,42.5,36.2,3,,0,0,10000,37000,Ohio,Midwest Region
7465,55,4,1,36,3,38.2,39.9,36.6,3,,0,0,105000,170000,Pennsylvania,Northeast Region
7466,40,4,2,22,3,36.8,39.5,33.7,3,1,1,0,7000,20000,South Carolina,South Region
7467,38,3,2,41,1,40.2,42.8,37.3,3,1,0,0,20000,20000,Virginia,South Region
7468,,3,1,70,1,39.7,43.2,35.8,2,,,0,0,125000,Louisiana,South Region
7469,45,4,2,52,3,39.2,41.5,36.7,3,,1,0,152000,240000,North Carolina,South Region
7470,50,5,2,54,3,40.2,42.8,37.3,2,,1,0,106000,106000,Virginia,South Region
7471,45,4,2,44,2,38.8,41,36.4,3,,1,0,,,Nebraska,Midwest Region
7472,25,5,2,24,3,40.4,42.7,37.5,3,1,0,0,13000,,Texas,South Region
7473,55,4,1,55,3,38.9,41.8,35.7,3,4,1,0,95000,115000,Pennsylvania,Northeast Region
7474,,4,1,72,,39,41.7,36.1,3,,,0,0,70000,Pennsylvania,Northeast Region
7475,,2,,61,2,40.1,42.7,37.2,3,,,0,39000,39000,Texas,South Region
7476,10,3,2,60,1,38.4,41.3,35.2,3,,1,0,7000,7000,Michigan,Midwest Region
7477,70,3,1,36,3,39.9,42.4,36.9,3,,1,0,135000,150000,Arkansas,South Region
7478,,1,2,50,2,38.8,40.8,36.8,3,,,0,0,75000,Pennsylvania,Northeast Region
7479,45,2,1,50,2,38.6,40.5,36.5,2,,0,0,40000,76000,Illinois,Midwest Region
7480,40,4,2,64,3,39.3,41.6,36.6,1,,1,0,90000,190000,Virginia,South Region
7481,42,3,1,53,3,38.9,41.4,36,3,,1,0,180000,280000,New Jersey,Northeast Region
7482,40,3,1,55,3,37.4,39.2,35.5,3,,1,0,72000,72000,California,West Region
7483,40,3,2,39,1,38.1,41.4,34.4,2,,0,0,,,Pennsylvania,Northeast Region
7484,40,1,,52,1,38.8,41.3,36.2,2,,1,0,0,,North Carolina,South Region
7485,50,3,2,30,3,35.7,38,33.4,3,,1,0,72000,72000,Michigan,Midwest Region
7486,,4,1,68,2,38.2,40.9,35,2,,,0,0,110000,Washington,West Region
7487,48,3,2,46,3,39.2,41.6,36.6,3,,1,0,50000,90000,Minnesota,Midwest Region
7488,,3,2,74,2,39.7,41.4,37.7,2,,,0,0,25000,Colorado,West Region
7489,35,4,2,50,3,38.8,40.7,36.7,3,,1,0,38000,75000,Arizona,West Region
7490,,3,2,62,2,39,41,36.9,2,,,0,25000,75000,Missouri,Midwest Region
7491,,3,2,67,3,39.2,41.7,36.4,2,,,0,0,175000,Florida,South Region
7492,,3,2,66,2,38.8,41.6,35.7,2,,,0,0,60000,Tennessee,South Region
7493,40,4,2,55,3,40,42.6,37,2,,1,0,64000,105000,Oklahoma,South Region
7494,,4,2,62,2,38,40.2,35.9,2,,,0,0,0,Ohio,Midwest Region
7495,17,3,2,24,3,38.6,40.8,36.3,3,4,1,0,4500,190000,Minnesota,Midwest Region
7496,40,3,1,37,3,40.4,42.7,37.5,3,,1,0,300000,400000,Texas,South Region
7497,,3,1,69,1,39.2,42.5,35.4,2,,,1,12000,20000,Minnesota,Midwest Region
7498,30,3,2,38,3,40.4,42.9,37.2,3,2,1,0,800,110000,Virginia,South Region
7499,80,3,3,66,1,39,41.9,35.8,1,1,1,1,40000,40000,Montana,West Region
7500,40,5,1,51,3,37.7,40.5,34.8,3,,1,0,150000,160000,Illinois,Midwest Region
7501,,4,2,56,3,39.5,42.6,36.1,3,,,0,0,125000,Indiana,Midwest Region
7502,41,4,1,63,2,40.5,43.6,36.9,3,,1,0,48000,95000,Texas,South Region
7503,39,5,2,41,3,38.1,40.4,35.4,3,,1,0,45304,45304,California,West Region
7504,36,3,2,58,2,37.8,42.3,33.2,2,,1,0,68000,68000,Nebraska,Midwest Region
7505,42,4,2,53,3,39.3,41.7,36.9,2,,1,0,170000,170000,Georgia,South Region
7506,30,3,2,40,3,35.6,39.2,31.5,3,1,0,0,15000,70000,Minnesota,Midwest Region
7507,42,4,2,43,3,37.7,40,35,2,2,0,0,3020,6000,California,West Region
7508,40,4,2,58,3,37.1,40.2,33.7,1,,1,0,60000,100000,Ohio,Midwest Region
7509,55,5,2,32,2,38.6,40.3,36.7,3,,1,0,220000,400000,Florida,South Region
7510,40,4,2,57,2,37.7,40,35.3,3,,1,0,55000,115000,Wisconsin,Midwest Region
7511,,3,2,72,3,38.6,41.3,35.6,1,,,0,0,120000,Ohio,Midwest Region
7512,,4,1,69,3,39.8,42.2,37.3,1,,,0,60000,50000,North Carolina,South Region
7513,,3,1,75,2,38.1,40.4,35.4,2,,,0,7500,14000,California,West Region
7514,8,4,1,66,2,39.5,41.9,37,1,4,1,0,15000,45000,South Carolina,South Region
7515,,1,2,33,3,40.4,43.4,36.8,3,,,1,0,700,Georgia,South Region
7516,40,3,1,29,3,37.1,40.7,32.5,3,,1,0,60000,60000,Utah,West Region
7517,20,4,2,61,1,37.9,39.6,35.9,2,,1,0,74000,120000,California,West Region
7518,48,4,2,61,3,38.8,40.7,36.7,2,2,1,0,24000,150000,Arizona,West Region
7519,45,3,1,25,3,39.1,41.3,36.7,3,,1,0,50000,50000,Iowa,Midwest Region
7520,6,4,2,33,3,36.9,38.8,35.1,3,,0,0,35000,35000,New York,Northeast Region
7521,21,4,1,82,1,38.7,40.9,36.4,2,,0,0,15000,100000,Florida,South Region
7522,60,5,1,64,3,38.8,41.1,36.2,2,,1,0,175000,175000,Colorado,West Region
7523,40,4,1,54,2,39.9,42.3,37.2,3,,1,0,,,Texas,South Region
7524,45,4,1,42,3,39.2,41.3,36.9,3,,1,0,,,Georgia,South Region
7525,43,4,1,58,1,37.8,40.1,35.2,2,,1,0,90000,130000,Florida,South Region
7526,47,4,2,43,3,37.4,39.2,35.5,3,1,1,0,106000,188000,California,West Region
7527,,5,2,67,1,37.9,40.7,34.9,2,,,0,0,0,Michigan,Midwest Region
7528,40,4,1,29,3,38.6,40.3,36.7,3,,1,0,90000,90000,Florida,South Region
7529,40,4,1,40,3,39.4,41.2,37.3,3,,1,0,100000,100000,New Jersey,Northeast Region
7530,40,4,2,31,2,38,40.2,35.9,3,,1,0,,,Ohio,Midwest Region
7531,,4,2,80,3,37.2,39.7,34.7,2,,,0,0,0,Massachusetts,Northeast Region
7532,60,4,2,63,2,38.5,40.7,36.1,1,4,1,0,,,Florida,South Region
7533,30,4,2,46,1,38.2,39.9,36.6,3,,0,0,65000,95000,Pennsylvania,Northeast Region
7534,50,5,2,33,3,38.3,40.3,36.2,3,2,1,0,148000,148000,Florida,South Region
7535,60,2,1,42,3,38.4,40.4,36.2,3,,1,0,111000,500000,Nevada,West Region
7536,80,4,2,34,2,39.8,42.2,37,3,4,1,0,5000,150000,Virginia,South Region
7537,,4,2,47,3,39.8,41.2,38.2,3,,,0,2000,2000,Alabama,South Region
7538,45,4,2,29,3,37.4,40,34.5,3,,1,0,84000,200000,California,West Region
7539,10,4,1,70,3,38.8,40.7,36.7,2,,1,0,60000,60000,Arizona,West Region
7540,,5,2,32,3,38.6,40.5,36.5,3,,,0,75000,75000,Illinois,Midwest Region
7541,,4,1,26,2,38.8,40.7,36.7,3,,,0,0,0,Arizona,West Region
7542,,3,1,54,3,38.6,41,36,2,,,0,40000,40000,Missouri,Midwest Region
7543,,3,1,51,3,38.1,40.4,35.4,1,,,0,105000,105000,California,West Region
7544,42,4,2,41,2,38.9,41.4,36,3,,1,0,100000,180000,New Jersey,Northeast Region
7545,50,5,2,39,3,38.7,40.6,36.8,3,1,1,0,80000,165000,Maryland,South Region
7546,,3,3,84,2,38.9,42.1,35.5,2,,,0,0,0,New Hampshire,Northeast Region
7547,60,3,2,33,1,38.8,40.5,37.2,3,,1,0,35000,2916,Louisiana,South Region
7548,55,3,1,46,2,38.7,40.9,36.2,3,,1,0,60000,105000,North Dakota,Midwest Region
7549,50,2,1,24,3,39.3,42.5,35.8,3,,0,0,1000,1500,Texas,South Region
7550,,5,3,92,2,39.9,42.3,37.2,2,,,0,0,0,Texas,South Region
7551,40,4,1,23,3,39,41.3,36.5,3,,1,0,64000,84000,Missouri,Midwest Region
7552,40,5,1,52,2,38.9,41.8,35.7,2,,1,0,110000,150000,Pennsylvania,Northeast Region
7553,45,4,2,56,3,39,41.7,36.1,3,,1,0,85000,150000,Pennsylvania,Northeast Region
7554,43,,,,,39.1,41.6,36.3,,,1,0,,,North Carolina,South Region
7555,,4,1,73,1,35.7,38.7,32.5,2,,,0,0,140000,Washington,West Region
7556,38,3,2,38,2,39,43,34.5,2,,1,0,45000,130000,Indiana,Midwest Region
7557,,5,2,61,2,39,41.8,35.9,1,,,0,0,120000,Pennsylvania,Northeast Region
7558,36,3,1,62,2,38.9,41.8,35.7,2,,1,0,280000,330000,Pennsylvania,Northeast Region
7559,35,3,2,28,3,38.5,41.3,35.5,3,,1,0,39000,39000,Massachusetts,Northeast Region
7560,,5,1,62,2,39.2,42.4,35.6,2,,,0,0,0,Pennsylvania,Northeast Region
7561,45,5,2,52,2,40,43,36.5,2,,1,0,50000,120000,Georgia,South Region
7562,,4,1,66,1,39.9,42.5,37,2,,,0,22000,40000,Louisiana,South Region
7563,44,3,1,44,3,36.1,38.2,33.6,3,,1,0,102000,128000,Pennsylvania,Northeast Region
7564,55,4,1,46,3,38.3,40.8,35.6,2,,1,0,110000,110000,New Jersey,Northeast Region
7565,50,4,1,64,3,40,42.4,37.4,2,,1,0,55000,100000,Texas,South Region
7566,,3,2,63,2,38.4,40.7,36.1,1,,,0,0,50000,Kentucky,South Region
7567,42,4,2,30,3,37.6,39.8,35,2,,1,0,40932,200000,Washington,West Region
7568,,4,1,75,2,37,40.1,33.9,2,,,0,0,0,New York,Northeast Region
7569,40,4,1,22,3,38.8,41.1,36.2,3,,1,0,65000,65000,Colorado,West Region
7570,40,4,1,70,2,38.5,40.3,36.4,1,,1,0,27000,47000,North Carolina,South Region
7571,,3,3,,2,37.7,39.8,35.5,3,,0,0,,,West Virginia,South Region
7572,65,4,2,45,3,38.2,41.5,34.3,1,,1,0,350000,350000,Pennsylvania,Northeast Region
7573,,4,1,62,3,36,38.9,32.8,1,,,0,68600,233800,Connecticut,Northeast Region
7574,40,3,1,52,3,37.7,40,35.3,2,,1,0,200000,230000,Wisconsin,Midwest Region
7575,,4,2,63,2,40,42.9,36.4,2,,,0,0,70000,Georgia,South Region
7576,38,4,2,37,2,39.4,41.8,36.4,3,,1,1,85000,88000,Colorado,West Region
7577,40,4,2,37,3,37.7,40,35.3,2,,0,0,40000,70000,Wisconsin,Midwest Region
7578,100,3,2,43,3,36.6,39.2,34,3,,1,0,5000,40000,Oregon,West Region
7579,65,4,1,38,3,40.4,42.7,37.5,1,2,1,0,200000,200000,Texas,South Region
7580,40,4,1,32,3,39.8,41.8,37.4,3,,1,0,53000,100000,Texas,South Region
7581,,5,2,70,2,38.1,40.6,35.2,2,,,0,,,Idaho,West Region
7582,10,2,1,59,3,39.6,42,36.9,3,2,1,0,16056,17988,Oklahoma,South Region
7583,30,3,1,25,3,37.7,40.2,35.2,3,,0,0,18000,26000,North Carolina,South Region
7584,80,4,2,73,2,41,44.5,37.1,2,4,1,0,0,85000,Texas,South Region
7585,100,5,1,26,3,42.4,44.6,40.3,3,4,1,0,51500,51500,New York,Northeast Region
7586,40,3,2,38,3,38.5,41.5,35.5,3,,1,0,110000,180000,Massachusetts,Northeast Region
7587,,2,2,62,2,36.9,38.8,35.1,3,,,0,0,0,New York,Northeast Region
7588,40,3,2,39,2,39.2,41.5,36.7,3,,0,0,,,North Carolina,South Region
7589,36,3,1,66,2,39,41.8,35.9,2,2,1,0,37000,55000,Pennsylvania,Northeast Region
7590,50,4,2,55,3,38.9,42.3,35.1,3,,1,0,125000,200000,Pennsylvania,Northeast Region
7591,16,3,2,64,2,39,41.4,36.3,1,,1,0,6528,42280,Arizona,West Region
7592,10,2,2,67,1,39.1,41.5,36.5,1,,1,0,14000,30000,Iowa,Midwest Region
7593,45,5,2,60,2,38.6,40.5,36.5,2,1,1,0,50000,100000,Illinois,Midwest Region
7594,,2,2,60,1,38,40.2,35.9,1,,,0,21000,21000,Ohio,Midwest Region
7595,,3,1,65,1,38.4,39.4,37.4,3,,,0,0,,Maryland,South Region
7596,50,5,2,,1,38.5,41.6,35,3,3,1,0,20000,150000,New Jersey,Northeast Region
7597,40,3,2,47,3,40.3,43.6,36.8,2,,1,0,,,Texas,South Region
7598,50,5,1,37,3,33.7,36.3,30.8,2,,1,0,100000,140000,North Carolina,South Region
7599,65,4,1,60,1,37.8,39.8,35.7,3,1,1,0,37000,64000,California,West Region
7600,60,3,2,37,1,38,40.2,35.9,3,,1,1,34000,90000,Ohio,Midwest Region
7601,,4,2,69,1,38.6,40.6,36.2,2,,,0,0,120000,California,West Region
7602,56,4,1,37,2,39,42.3,35.4,2,,1,0,42500,95000,Ohio,Midwest Region
7603,48,5,2,37,3,38.6,40.9,35.7,3,,1,0,72000,78000,California,West Region
7604,60,4,1,61,1,39.2,41.9,36.3,3,2,1,0,25000,60000,Kentucky,South Region
7605,45,4,2,48,3,39.1,41.5,36.6,2,,1,0,48000,110000,Virginia,South Region
7606,30,5,1,61,2,37.9,39.6,35.9,2,,1,0,15000,24000,California,West Region
7607,15,4,1,83,2,38.5,41.5,35.3,2,,1,0,4000,50000,Virginia,South Region
7608,,3,2,90,2,38.4,41.5,34.7,2,,,0,0,,Colorado,West Region
7609,60,4,1,59,3,38.4,41.3,35.2,2,1,1,0,170000,170000,New York,Northeast Region
7610,,4,1,39,3,40.1,42.7,37.2,3,,,0,100000,150000,Texas,South Region
7611,30,4,2,46,3,40.6,43.4,36.5,2,,1,0,20000,106000,Texas,South Region
7612,8,4,1,68,1,38.5,41.5,35.5,2,2,1,0,10000,50000,Massachusetts,Northeast Region
7613,48,3,2,37,1,40.4,42.9,37.2,3,4,1,0,0,36504,Virginia,South Region
7614,66,5,1,27,3,39.6,42,36.9,3,4,0,0,41000,60000,Oklahoma,South Region
7615,45,4,3,51,3,38.3,40.8,35.3,3,,1,0,103000,168000,Oregon,West Region
7616,30,4,1,62,1,38.4,41,35.4,1,4,1,0,16000,25000,Wisconsin,Midwest Region
7617,41,3,1,34,3,37.7,40.6,34.6,3,2,1,0,55000,95000,Minnesota,Midwest Region
7618,,3,1,68,2,38.6,40.1,37.1,2,,,0,0,0,Virginia,South Region
7619,,5,2,73,2,37.9,41.1,33.8,2,,,0,0,90000,Ohio,Midwest Region
7620,,4,2,65,3,38.5,41.3,35.5,2,,,0,0,45000,Massachusetts,Northeast Region
7621,,4,2,60,1,40.2,42.6,37.3,3,,,0,0,120000,Texas,South Region
7622,5,4,1,54,3,39.3,41.7,36.7,2,,1,0,300000,345000,Georgia,South Region
7623,,3,3,78,2,40.2,46,33.8,2,,,0,0,,North Dakota,Midwest Region
7624,45,3,3,,3,38.1,40.7,35.3,3,2,0,,55000,80000,Michigan,Midwest Region
7625,44,4,2,54,3,39.1,41.3,36.7,2,,1,0,80000,160000,Iowa,Midwest Region
7626,45,3,1,71,3,38.6,40.6,36.2,1,4,1,0,300000,325000,California,West Region
7627,,2,1,79,2,40,43,36.6,2,,,0,0,85000,Georgia,South Region
7628,37,4,2,55,3,43.2,45.9,39.4,3,,1,0,58000,58000,Texas,South Region
7629,6,4,2,32,,38.9,40.7,37.1,2,3,1,0,0,0,Georgia,South Region
7630,25,5,3,,2,39.6,41.7,37.5,3,2,0,0,,,Georgia,South Region
7631,45,4,1,33,2,40.1,41.7,38.4,3,,1,0,54000,100000,California,West Region
7632,40,4,2,70,2,38,42.4,33.2,2,,1,0,35000,60000,Iowa,Midwest Region
7633,40,3,2,53,2,38.1,40.7,35,2,,1,0,32000,32000,Utah,West Region
7634,,2,1,69,3,36.3,40.2,31.9,2,,,0,50000,50000,Utah,West Region
7635,45,4,1,33,3,39.5,42.7,35.7,3,,1,0,62000,62000,North Carolina,South Region
7636,55,4,2,61,2,38.5,41.5,35.5,1,,1,0,67000,67000,Massachusetts,Northeast Region
7637,,2,1,45,3,39.3,42,36.5,3,,,0,25000,45000,South Carolina,South Region
7638,40,5,3,45,3,37.9,39.6,35.9,3,,1,,0,,California,West Region
7639,,3,2,56,1,38.4,41.3,35.1,1,,,0,0,38000,Illinois,Midwest Region
7640,20,4,1,63,3,37.7,40,35.3,2,,1,0,200000,250000,Wisconsin,Midwest Region
7641,45,4,2,50,3,38.6,40.5,36.5,3,,1,0,150000,190000,Illinois,Midwest Region
7642,30,4,2,75,1,35.9,38.4,33,1,,1,0,,,California,West Region
7643,40,3,2,47,3,37,39.4,34.5,3,,1,0,52000,102000,New York,Northeast Region
7644,40,3,1,50,3,40.9,43.5,37.8,3,,1,0,118000,183000,Texas,South Region
7645,30,4,3,52,3,37.9,40.5,35.1,3,,1,0,127205,250000,California,West Region
7646,55,2,2,44,3,40.7,44,36.7,2,,1,0,45000,90000,Iowa,Midwest Region
7647,,2,2,35,1,40.1,42.5,37.4,2,,,1,0,38000,Texas,South Region
7648,55,4,1,27,3,37.5,40.3,34.6,3,,1,0,110000,160000,Massachusetts,Northeast Region
7649,50,4,1,56,2,38.6,40.3,36.7,3,,1,0,,,Florida,South Region
7650,,5,3,43,2,38.8,41.3,36.2,2,,,,,,North Carolina,South Region
7651,35,5,2,46,3,38.2,40.4,35.9,3,,1,0,92000,180000,Connecticut,Northeast Region
7652,38,4,2,54,3,38.8,40.9,36.4,3,,1,0,114000,214000,Washington,West Region
7653,,4,1,37,3,38.4,40.9,35.9,3,,,0,90000,140000,Maine,Northeast Region
7654,60,5,1,62,2,38.2,40.9,35,1,2,1,0,200000,200000,Washington,West Region
7655,,4,1,68,1,38.4,41,35.4,3,,,0,0,0,Wisconsin,Midwest Region
7656,,3,2,62,1,38.5,41.5,35.5,2,,,0,0,38000,Massachusetts,Northeast Region
7657,60,2,1,21,3,38.9,41.4,36.2,3,,0,0,38001,38001,Kansas,Midwest Region
7658,35,4,1,66,3,38.5,41,35.9,2,,1,0,60000,124000,Pennsylvania,Northeast Region
7659,40,3,2,62,1,39.5,42.1,36.6,1,2,0,,,18000,Kansas,Midwest Region
7660,9,3,1,60,3,38.6,41.2,36,3,2,1,0,70000,130000,South Carolina,South Region
7661,55,4,1,48,3,37.8,40,35.5,1,,1,0,300000,300000,Ohio,Midwest Region
7662,,5,1,68,2,37.8,40.8,34.6,2,,,0,0,85000,Montana,West Region
7663,,4,1,28,1,37.9,39.6,35.9,3,,,0,0,58000,California,West Region
7664,8,3,2,36,3,38.6,41.1,35.9,3,,1,0,2000,160000,Kentucky,South Region
7665,60,4,1,28,3,38.8,40.5,37.2,3,4,1,0,0,,Louisiana,South Region
7666,,3,2,75,2,37.9,39.8,35.7,2,,,0,0,75000,Florida,South Region
7667,50,4,2,43,2,37.8,40.6,35,2,,1,0,54000,75000,North Carolina,South Region
7668,,2,2,66,2,41.3,43.9,38.2,2,,,1,0,,Texas,South Region
7669,,2,2,28,3,38,40.2,35.9,3,,,0,0,771,Ohio,Midwest Region
7670,,3,2,38,2,37.5,40.1,34.7,2,,,0,28000,31000,Washington,West Region
7671,30,4,2,32,3,37.4,40.3,34.2,3,2,1,0,10000,30000,Oregon,West Region
7672,40,5,1,70,3,38.5,41.6,35,1,,1,0,100000,130000,New Jersey,Northeast Region
7673,45,4,2,,3,38.3,40.3,36.2,2,2,1,0,,,Florida,South Region
7674,40,5,1,59,3,38.6,40.5,36.5,2,,1,0,108000,108000,Illinois,Midwest Region
7675,47,4,1,55,3,38.5,41,35.9,3,,1,0,46000,90000,Pennsylvania,Northeast Region
7676,50,5,3,55,3,37.4,39.2,35.5,3,,1,0,80000,135000,California,West Region
7677,40,4,1,45,3,37.7,40.1,35.2,3,,1,0,85000,140000,Nebraska,Midwest Region
7678,,3,2,50,1,37.6,39.7,34.9,1,,,0,9000,230000,California,West Region
7679,40,4,2,26,3,37.9,41.6,33.9,3,,1,0,35000,35000,Illinois,Midwest Region
7680,53,4,1,26,3,38,40,35.6,3,2,1,0,40000,100000,New Jersey,Northeast Region
7681,30,3,2,36,3,38.7,41.5,35.5,3,2,1,0,10000,90000,Illinois,Midwest Region
7682,44,3,1,37,3,39.6,42.2,36.7,3,4,0,0,,,Maryland,South Region
7683,16,4,1,67,3,39.1,42.1,35.9,2,4,1,0,35000,56000,North Carolina,South Region
7684,72,1,1,27,3,39.4,41.8,36.7,3,4,1,0,60000,105000,Colorado,West Region
7685,,4,1,62,2,37.6,39.7,34.9,2,,,0,0,350000,California,West Region
7686,15,4,1,68,1,37.6,39.7,34.9,2,,1,0,45000,45000,California,West Region
7687,40,4,2,41,3,39.2,40.9,37.6,3,,1,0,100000,210000,North Carolina,South Region
7688,,3,1,66,3,38.6,42,34.5,2,,,0,0,60000,Ohio,Midwest Region
7689,3,4,2,46,3,37.6,39.7,34.9,3,2,1,0,5000,150000,California,West Region
7690,40,4,2,50,1,38.4,40.6,36.3,3,,0,0,33000,97000,North Carolina,South Region
7691,35,3,1,56,3,37.9,40.5,35.1,3,,1,0,150000,250000,California,West Region
7692,50,3,1,47,3,38.4,41.3,35.1,3,,1,0,155000,155000,Illinois,Midwest Region
7693,50,5,1,24,3,37.9,40.4,35.1,3,,1,0,46000,46000,Illinois,Midwest Region
7694,,5,1,59,2,38.4,40.5,36.1,1,,,0,140000,140000,Florida,South Region
7695,55,4,2,51,3,40.1,42.5,37.4,3,,1,0,160000,210000,Texas,South Region
7696,45,5,1,25,3,37.6,39.6,35.6,3,,0,0,43000,56000,North Carolina,South Region
7697,40,4,1,53,3,38.9,41.8,35.7,3,,1,0,,,Pennsylvania,Northeast Region
7698,10,4,1,51,2,40.4,42.7,37.5,3,2,1,0,83000,125000,Texas,South Region
7699,50,4,1,59,3,36.2,38.4,33.7,3,,1,0,82000,373000,California,West Region
7700,,5,2,70,2,38.5,41.3,35.5,2,,,0,25000,25000,Massachusetts,Northeast Region
7701,,4,2,50,1,38.8,41.2,35.9,3,,,0,0,120000,Washington,West Region
7702,50,4,2,56,2,39.1,41.1,37.2,3,,1,0,28000,30000,Georgia,South Region
7703,,4,2,71,1,37.1,40.7,32.5,1,,,0,55000,55000,Utah,West Region
7704,70,4,2,47,2,37.5,39.5,35.2,3,1,1,0,72000,140000,New York,Northeast Region
7705,18,4,2,30,3,38.2,40.7,35.4,3,2,1,0,12000,40000,Oklahoma,South Region
7706,40,3,1,50,3,38.5,40.7,36.3,2,,0,0,,,Louisiana,South Region
7707,40,5,2,35,3,40.2,43.2,36.8,3,,1,0,26000,26000,South Carolina,South Region
7708,45,3,1,62,3,38,39.8,36,3,,1,0,150000,190000,California,West Region
7709,50,5,1,37,2,37.5,40.3,34.6,3,,1,0,,,Massachusetts,Northeast Region
7710,,4,1,69,2,38.6,40.3,36.7,2,,,0,67000,125000,Florida,South Region
7711,40,3,1,61,3,37.4,39.6,35.1,1,,1,0,58000,58000,New York,Northeast Region
7712,,5,3,,2,38.6,40.5,36.6,3,,,0,0,,Florida,South Region
7713,29,3,1,39,3,37.8,40,35.5,3,,1,0,65000,120000,Ohio,Midwest Region
7714,55,4,2,26,3,37.8,39.6,35.9,3,2,1,0,60000,60000,Wisconsin,Midwest Region
7715,,4,2,59,1,38.6,40.5,36.5,2,,,0,0,,Illinois,Midwest Region
7716,,4,1,62,1,37,39,35,2,,,0,0,70000,Minnesota,Midwest Region
7717,40,3,2,32,3,38.4,39.4,37.4,3,,0,0,53500,53500,Maryland,South Region
7718,32,3,2,35,3,38.6,42.3,34.5,2,,0,0,18000,68000,Michigan,Midwest Region
7719,,3,2,59,1,38.8,41.3,35.7,3,,,0,0,24000,Texas,South Region
7720,40,5,2,37,3,38,40.6,35.1,3,,1,0,280000,280000,California,West Region
7721,,4,2,63,1,38.5,40.9,35.8,2,,,0,28000,28000,Tennessee,South Region
7722,44,3,1,26,3,38,40.1,36,3,,1,0,86000,86000,Massachusetts,Northeast Region
7723,,4,2,71,3,35.8,38,33.4,2,,,0,0,75000,Georgia,South Region
7724,80,3,2,33,3,40.1,41.7,38.4,3,,0,0,70000,70000,California,West Region
7725,60,3,1,32,3,37.7,39.9,35.2,2,,1,0,90000,150000,Missouri,Midwest Region
7726,45,4,1,59,3,37.9,40.7,34.9,2,,1,0,100000,150000,Michigan,Midwest Region
7727,50,3,1,43,3,38.5,41.3,35.5,3,,1,0,,,Massachusetts,Northeast Region
7728,40,3,1,39,3,33.7,36,31.1,3,,1,0,66500,120500,Iowa,Midwest Region
7729,,2,2,46,1,37.9,39.8,35.7,2,,,0,0,25000,Florida,South Region
7730,,2,1,73,3,38.5,40.6,36.3,3,,,0,0,65000,Florida,South Region
7731,40,3,2,60,3,38.3,40.5,35.8,2,,1,0,207000,207000,Alabama,South Region
7732,,3,2,58,2,40.9,45.2,35.8,2,,,0,4248,49000,Missouri,Midwest Region
7733,25,4,2,36,3,37.5,40.5,34.3,3,,0,0,12000,140000,Michigan,Midwest Region
7734,45,4,2,69,3,38.6,41.6,35.5,1,,1,0,85000,85000,Connecticut,Northeast Region
7735,,4,1,76,2,39.6,41.7,37.5,2,,,0,0,150000,Georgia,South Region
7736,42,3,1,29,3,38.6,40.5,36.5,3,2,0,0,37000,70000,Illinois,Midwest Region
7737,,3,1,64,2,37.3,39.5,34.9,1,,,0,0,50000,Arizona,West Region
7738,,4,2,65,1,38.7,40.6,36.6,2,,,0,0,0,California,West Region
7739,65,2,1,39,2,38.4,40.6,35.8,2,1,1,1,70000,80000,Colorado,West Region
7740,48,4,1,44,3,39.2,41.1,37.2,1,,1,0,170000,170000,Florida,South Region
7741,25,3,2,22,3,38.9,41.4,36.2,3,,0,1,1000,4000,Ohio,Midwest Region
7742,40,3,1,48,2,39.2,41.3,36.9,2,,1,0,,,Georgia,South Region
7743,40,4,2,58,2,40.3,43.7,36.7,2,,1,0,50000,52000,Iowa,Midwest Region
7744,,4,2,32,2,38.7,40.5,36.9,2,,,0,0,200000,New York,Northeast Region
7745,45,3,1,25,3,37.7,40.3,35,1,,1,0,65000,65000,Michigan,Midwest Region
7746,,4,1,65,1,39.1,41.1,37.2,3,,,0,0,120000,Georgia,South Region
7747,30,5,2,24,2,38.7,41.3,35.8,3,2,0,0,10500,250000,Maryland,South Region
7748,55,4,1,30,3,38.9,40.6,37.2,3,2,1,0,65000,65000,Florida,South Region
7749,45,5,2,38,3,38.2,40.4,35.9,3,,1,0,105000,230000,Connecticut,Northeast Region
7750,,4,1,59,3,38.6,40.5,36.5,3,,,0,45000,85000,Illinois,Midwest Region
